GCVS S And                      =M31 V0894
GCVS V2844 Oph                  =NSV 07923
GCVS V2845 Oph                  =NSV 07953
GCVS V2849 Oph                  =NSV 08036
GCVS V2850 Oph                  =NSV 08041
GCVS V2859 Oph                  =NSV 08073
GCVS V2863 Oph                  =NSV 08094
GCVS V2864 Oph                  =NSV 08106
GCVS V2865 Oph                  =NSV 08100
GCVS V2866 Oph                  =NSV 08128
GCVS V2869 Oph                  =NSV 08133
GCVS V2870 Oph                  =NSV 08134
GCVS V2871 Oph                  =NSV 08138
GCVS V2872 Oph                  =NSV 08146
GCVS V2874 Oph                  =NSV 08151
GCVS V2875 Oph                  =NSV 08157
GCVS V2876 Oph                  =NSV 08167
GCVS V2877 Oph                  =NSV 08174
GCVS V2878 Oph                  =NSV 08171
GCVS V2879 Oph                  =NSV 08173
GCVS V2882 Oph                  =NSV 08182
GCVS V2882 Oph                  =NSV 20914
GCVS V2883 Oph                  =NSV 08193
GCVS V2884 Oph                  =NSV 08201
GCVS V2885 Oph                  =NSV 08207
GCVS V2886 Oph                  =NSV 08214
GCVS V2887 Oph                  =NSV 08223
GCVS V2888 Oph                  =NSV 08218
GCVS V2889 Oph                  =NSV 08225
GCVS V2889 Oph                  =NSV 20971
GCVS V2890 Oph                  =NSV 08236
GCVS V2892 Oph                  =NSV 08234
GCVS V2893 Oph                  =NSV 08253
GCVS V2894 Oph                  =NSV 08262
GCVS V2895 Oph                  =NSV 08260
GCVS V2896 Oph                  =NSV 08274
GCVS V2897 Oph                  =NSV 08322
GCVS V2898 Oph                  =NSV 08340
GCVS V2899 Oph                  =NSV 08351
GCVS V2900 Oph                  =NSV 08371
GCVS V2901 Oph                  =NSV 08356
GCVS V2902 Oph                  =NSV 08353
GCVS V2903 Oph                  =NSV 08374
GCVS V2904 Oph                  =NSV 08396
GCVS V2905 Oph                  =NSV 08400
GCVS V2906 Oph                  =NSV 08416
GCVS V2907 Oph                  =NSV 08448
GCVS V2907 Oph                  =NSV 21300
GCVS V2908 Oph                  =NSV 08453
GCVS V2909 Oph                  =NSV 08454
GCVS V2910 Oph                  =NSV 08455
GCVS V2911 Oph                  =NSV 08462
GCVS V2912 Oph                  =NSV 08465
GCVS V2913 Oph                  =NSV 08484
GCVS V2914 Oph                  =NSV 08495
GCVS V2915 Oph                  =NSV 08497
GCVS V2916 Oph                  =NSV 08508
GCVS V2916 Oph                  =NSV 21445
GCVS V2917 Oph                  =NSV 08519
GCVS V2918 Oph                  =NSV 08524
GCVS V2919 Oph                  =NSV 08531
GCVS V2919 Oph                  =NSV 21518
GCVS V2921 Oph                  =NSV 08540
GCVS V2922 Oph                  =NSV 08551
GCVS V2923 Oph                  =NSV 08555
GCVS V2924 Oph                  =NSV 08581
GCVS V2925 Oph                  =NSV 08590
GCVS V2926 Oph                  =NSV 08591
GCVS V2927 Oph                  =NSV 08595
GCVS V2928 Oph                  =NSV 08635
GCVS V2929 Oph                  =NSV 08622
GCVS V2930 Oph                  =NSV 08671
GCVS V2931 Oph                  =NSV 08744
GCVS V2932 Oph                  =NSV 08738
GCVS V2934 Oph                  =NSV 08762
GCVS V2939 Oph                  =NSV 08861
GCVS V2941 Oph                  =NSV 08866
GCVS V2943 Oph                  =NSV 08887
GCVS V2948 Oph                  =NSV 08880
GCVS V2950 Oph                  =NSV 08957
GCVS V2956 Oph                  =NSV 09027
GCVS V2959 Oph                  =NSV 09089
GCVS V2960 Oph                  =NSV 09097
GCVS V2961 Oph                  =NSV 09101
GCVS V2962 Oph                  =NSV 09125
GCVS V2963 Oph                  =NSV 09130
GCVS V2964 Oph                  =NSV 09131
GCVS V2966 Oph                  =NSV 09154
GCVS V2967 Oph                  =NSV 09186
GCVS V2968 Oph                  =NSV 09177
GCVS V2969 Oph                  =NSV 09176
GCVS V2972 Oph                  =NSV 09182
GCVS V2973 Oph                  =NSV 09193
GCVS V2982 Oph                  =NSV 09221
GCVS V2986 Oph                  =NSV 09201
GCVS V2992 Oph                  =NSV 09239
GCVS V3009 Oph                  =NSV 09298
GCVS V3010 Oph                  =NSV 09281
GCVS V3015 Oph                  =NSV 09320
GCVS V3020 Oph                  =NSV 09313
GCVS V3027 Oph                  =NSV 09368
GCVS V3030 Oph                  =NSV 09438
GCVS V3031 Oph                  =NSV 09429
GCVS V3033 Oph                  =NSV 09480
GCVS V3034 Oph                  =NSV 09475
GCVS V3038 Oph                  =NSV 09497
GCVS V3039 Oph                  =NSV 09492
GCVS V3043 Oph                  =NSV 09512
GCVS V3044 Oph                  =NSV 09488
GCVS V3045 Oph                  =NSV 09520
GCVS V3046 Oph                  =NSV 09515
GCVS V3048 Oph                  =NSV 09518
GCVS V3049 Oph                  =NSV 09531
GCVS V3059 Oph                  =NSV 09572
GCVS V3062 Oph                  =NSV 09568
GCVS V3065 Oph                  =NSV 09580
GCVS V3066 Oph                  =NSV 09608
GCVS V3067 Oph                  =NSV 09617
GCVS V3071 Oph                  =NSV 09613
GCVS V3073 Oph                  =NSV 09615
GCVS V3090 Oph                  =NSV 09699
GCVS V3091 Oph                  =NSV 09704
GCVS V3102 Oph                  =NSV 09721
GCVS V3106 Oph                  =NSV 09734
GCVS V3108 Oph                  =NSV 09737
GCVS V3115 Oph                  =NSV 09752
GCVS V3125 Oph                  =NSV 09769
GCVS V3139 Oph                  =NSV 09793
GCVS V3149 Oph                  =NSV 09804
GCVS V3195 Oph                  =NSV 09878
GCVS V3197 Oph                  =NSV 09877
GCVS V3200 Oph                  =NSV 09884
GCVS V3265 Oph                  =NSV 09966
GCVS V3269 Oph                  =NSV 09973
GCVS V3281 Oph                  =NSV 10000
GCVS V3284 Oph                  =NSV 10006
GCVS V3286 Oph                  =NSV 10015
GCVS V3288 Oph                  =NSV 10028
GCVS V3330 Oph                  =NSV 10129
GCVS V3537 Oph                  =NSV 10454
GCVS V3613 Oph                  =NSV 11054
GCVS V3673 Oph                  =NSV 07824
GCVS V3691 Oph                  =NSV 08222
GCVS V3691 Oph                  =NSV 20957
GCVS V3693 Oph                  =NSV 08235
GCVS V3709 Oph                  =NSV 10086
GCVS V3710 Oph                  =NSV 10172
GCVS V3711 Oph                  =NSV 10191
GCVS V3713 Oph                  =NSV 10232
GCVS V3714 Oph                  =NSV 10269
GCVS V3715 Oph                  =NSV 10291
GCVS V3716 Oph                  =NSV 10371
GCVS V3717 Oph                  =NSV 10381
GCVS V3718 Oph                  =NSV 10387
GCVS V3719 Oph                  =NSV 10403
GCVS V3720 Oph                  =NSV 10404
GCVS V3722 Oph                  =NSV 10740
GCVS V3723 Oph                  =NSV 11155
GCVS V3724 Oph                  =NSV 11179
GCVS V3725 Oph                  =NSV 11256
GCVS V3727 Oph                  =NSV 11268
GCVS V3728 Oph                  =NSV 11281
GCVS V3729 Oph                  =NSV 11315
GCVS ome Oph                    =NSV 07795
GCVS NO Ori                     =NSV 16527
GCVS V0375 Ori                  =NSV 16391
GCVS V0458 Ori                  =NSV 02088
GCVS V0461 Ori                  =NSV 02100
GCVS V0485 Ori                  =V1277 Ori
GCVS V0592 Ori                  =NSV 02487
GCVS V0596 Ori                  =V0887 Ori
GCVS V0632 Ori                  =NSV 02606
GCVS V0884 Ori                  =V0885 Ori
GCVS V1032 Ori                  =NSV 01818
GCVS V1044 Ori                  =NSV 02188
GCVS V1056 Ori                  =NSV 02924
GCVS V1057 Ori                  =NSV 01912
GCVS V1069 Ori                  =NSV 02162
GCVS V1076 Ori                  =NSV 02417
GCVS V1077 Ori                  =NSV 02422
GCVS V1085 Ori                  =NSV 01862
GCVS V1086 Ori                  =NSV 01967
GCVS V1093 Ori                  =NSV 02054
GCVS V1118 Ori                  =NSV 02229
GCVS V1121 Ori                  =V1102 Ori
GCVS V1124 Ori                  =NSV 02371
GCVS V1128 Ori                  =NSV 02396
GCVS V1138 Ori                  =NSV 02461
GCVS V1147 Ori                  =NSV 02532
GCVS V1159 Ori                  =NSV 02011
GCVS V1166 Ori                  =NSV 02109
GCVS V1175 Ori                  =NSV 02225
GCVS V1180 Ori                  =NSV 02407
GCVS V1182 Ori                  =NSV 02421
GCVS V1187 Ori                  =NSV 02533
GCVS V1190 Ori                  =NSV 02561
GCVS V1202 Ori                  =NSV 01776
GCVS V1216 Ori                  =NSV 02176
GCVS V1219 Ori                  =NSV 02196
GCVS V1221 Ori                  =NSV 02198
GCVS V1228 Ori                  =NSV 02280
GCVS V1230 Ori                  =NSV 02309
GCVS V1231 Ori                  =NSV 02319
GCVS V1237 Ori                  =NSV 02384
GCVS V1238 Ori                  =NSV 02400
GCVS V1240 Ori                  =NSV 02406
GCVS V1258 Ori                  =NSV 02622
GCVS V1296 Ori                  =NSV 02379
GCVS V1300 Ori                  =NSV 02486
GCVS V1304 Ori                  =NSV 02551
GCVS V1305 Ori                  =NSV 02582
GCVS V1307 Ori                  =NSV 02784
GCVS V1308 Ori                  =NSV 02906
GCVS V1311 Ori                  =NSV 02096
GCVS V1326 Ori                  =NSV 02276
GCVS V1330 Ori                  =NSV 02287
GCVS V1338 Ori                  =NSV 02311
GCVS V1339 Ori                  =NSV 02315
GCVS V1351 Ori                  =NSV 02370
GCVS V1368 Ori                  =NSV 01941
GCVS V1376 Ori                  =NSV 02258
GCVS V1377 Ori                  =NSV 02350
GCVS V1378 Ori                  =NSV 02471
GCVS V1379 Ori                  =NSV 02475
GCVS V1380 Ori                  =NSV 02633
GCVS V1381 Ori                  =NSV 02721
GCVS V1388 Ori                  =NSV 02857
GCVS V1391 Ori                  =NSV 02882
GCVS V1397 Ori                  =NSV 02274
GCVS V1398 Ori                  =NSV 02284
GCVS V1399 Ori                  =NSV 02310
GCVS V1401 Ori                  =NSV 02363
GCVS V1403 Ori                  =NSV 02541
GCVS V1409 Ori                  =NSV 02041
GCVS V1425 Ori                  =NSV 02185
GCVS V1432 Ori                  =NSV 02202
GCVS V1434 Ori                  =NSV 02200
GCVS V1435 Ori                  =NSV 02205
GCVS V1439 Ori                  =NSV 02213
GCVS V1440 Ori                  =NSV 02218
GCVS V1443 Ori                  =NSV 02222
GCVS V1454 Ori                  =NSV 02244
GCVS V1460 Ori                  =NSV 02248
GCVS V1462 Ori                  =NSV 16373
GCVS V1463 Ori                  =NSV 16374
GCVS V1474 Ori                  =NSV 16380
GCVS V1475 Ori                  =NSV 16381
GCVS V1481 Ori                  =NSV 16393
GCVS V1485 Ori                  =NSV 16406
GCVS V1491 Ori                  =NSV 02277
GCVS V1497 Ori                  =NSV 02283
GCVS V1499 Ori                  =NSV 02299
GCVS V1501 Ori                  =NSV 16452
GCVS V1511 Ori                  =NSV 16476
GCVS V1512 Ori                  =NSV 02300
GCVS V1514 Ori                  =NSV 16491
GCVS V1515 Ori                  =NSV 02308
GCVS V1520 Ori                  =NSV 16498
GCVS V1522 Ori                  =NSV 16507
GCVS V1524 Ori                  =NSV 16510
GCVS V1527 Ori                  =NSV 16517
GCVS V1530 Ori                  =NSV 16522
GCVS V1535 Ori                  =NSV 16531
GCVS V1537 Ori                  =NSV 02327
GCVS V1539 Ori                  =NSV 02332
GCVS V1546 Ori                  =NSV 02339
GCVS V1550 Ori                  =NSV 16546
GCVS V1555 Ori                  =NSV 16553
GCVS V1566 Ori                  =NSV 02345
GCVS V1568 Ori                  =NSV 02354
GCVS V1572 Ori                  =NSV 02353
GCVS V1573 Ori                  =NSV 16567
GCVS V1574 Ori                  =NSV 16568
GCVS V1582 Ori                  =NSV 16576
GCVS V1588 Ori                  =NSV 02383
GCVS V1595 Ori                  =NSV 02391
GCVS V1598 Ori                  =NSV 02402
GCVS V1612 Ori                  =NSV 02429
GCVS V1637 Ori                  =NSV 01754
GCVS V1641 Ori                  =NSV 01966
GCVS V1644 Ori                  =NSV 16737
GCVS V1648 Ori                  =NSV 01773
GCVS V1680 Ori                  =NSV 16357
GCVS V1689 Ori                  =NSV 02215
GCVS V1700 Ori                  =NSV 02232
GCVS V1707 Ori                  =NSV 02242
GCVS V1718 Ori                  =NSV 02266
GCVS V1739 Ori                  =NSV 02335
GCVS V1751 Ori                  =NSV 02361
GCVS V1760 Ori                  =NSV 02378
GCVS V1787 Ori                  =NSV 16605
GCVS V1790 Ori                  =NSV 16623
GCVS V1794 Ori                  =NSV 02904
GCVS V1795 Ori                  =NSV 02910
GCVS V1796 Ori                  =NSV 02911
GCVS V1797 Ori                  =NSV 02925
GCVS V1798 Ori                  =EK Tau
GCVS V1799 Ori                  =NSV 01719
GCVS V1800 Ori                  =NSV 01760
GCVS V1801 Ori                  =NSV 16225
GCVS V1802 Ori                  =NSV 01809
GCVS V1803 Ori                  =NSV 01850
GCVS V1804 Ori                  =NSV 16296
GCVS V1805 Ori                  =NSV 01956
GCVS V1806 Ori                  =NSV 01978
GCVS V1807 Ori                  =NSV 01985
GCVS V1808 Ori                  =NSV 01990
GCVS V1809 Ori                  =NSV 02001
GCVS V1810 Ori                  =NSV 02064
GCVS V1811 Ori                  =NSV 16352
GCVS V1812 Ori                  =NSV 02306
GCVS V1813 Ori                  =NSV 02403
GCVS V1814 Ori                  =NSV 02456
GCVS V1815 Ori                  =NSV 02470
GCVS V1816 Ori                  =NSV 02597
GCVS V1817 Ori                  =NSV 02603
GCVS V1818 Ori                  =NSV 16725
GCVS V1819 Ori                  =NSV 02715
GCVS V1820 Ori                  =NSV 02724
GCVS V1821 Ori                  =NSV 02769
GCVS V1822 Ori                  =NSV 02894
GCVS V1823 Ori                  =NSV 02895
GCVS V1824 Ori                  =NSV 02940
GCVS V1834 Ori                  =NSV 16192
GCVS V1904 Ori                  =NSV 02161
GCVS V1931 Ori                  =NSV 02178
GCVS V1936 Ori                  =NSV 02179
GCVS V1967 Ori                  =NSV 02201
GCVS V1969 Ori                  =NSV 16358
GCVS V1972 Ori                  =NSV 02199
GCVS V1976 Ori                  =NSV 02206
GCVS V1981 Ori                  =NSV 02210
GCVS V2004 Ori                  =NSV 02216
GCVS V2005 Ori                  =NSV 16362
GCVS V2006 Ori                  =NSV 16363
GCVS V2012 Ori                  =NSV 02221
GCVS V2019 Ori                  =NSV 02228
GCVS V2026 Ori                  =NSV 16366
GCVS V2033 Ori                  =NSV 02234
GCVS V2038 Ori                  =NSV 02236
GCVS V2042 Ori                  =NSV 16368
GCVS V2061 Ori                  =NSV 02243
GCVS V2066 Ori                  =NSV 16370
GCVS V2073 Ori                  =NSV 02250
GCVS V2080 Ori                  =NSV 16378
GCVS V2091 Ori                  =NSV 02257
GCVS V2103 Ori                  =NSV 02262
GCVS V2107 Ori                  =NSV 16385
GCVS V2108 Ori                  =NSV 02260
GCVS V2109 Ori                  =NSV 16387
GCVS V2115 Ori                  =NSV 02259
GCVS V2123 Ori                  =NSV 16388
GCVS V2128 Ori                  =NSV 02268
GCVS V2129 Ori                  =NSV 02267
GCVS V2136 Ori                  =NSV 16392
GCVS V2140 Ori                  =NSV 16395
GCVS V2143 Ori                  =NSV 16396
GCVS V2148 Ori                  =NSV 02272
GCVS V2156 Ori                  =NSV 16398
GCVS V2161 Ori                  =NSV 02270
GCVS V2162 Ori                  =NSV 16401
GCVS V2167 Ori                  =NSV 16403
GCVS V2170 Ori                  =NSV 16404
GCVS V2174 Ori                  =NSV 02273
GCVS V2182 Ori                  =NSV 16407
