HIP   |HD    |BD         |HR  |Fl |Bayer|Comp  |RA          |Dec         |Px    |pmRA    |pmDe    |SpType                    |RV     |mB    |mV   |mI    |B-V   |Cst|Star name                 |FlN    |BaN      |
 65698|117281|BD+51 1846 |5079|   |     |*     |202.04952092| 50.58718593|  8.38| -102.00|   44.40|A8V                       | -15.80| 9.939| 9.42| 8.751| 0.519|Scl|                          |       |         |
 65721|117176|BD+14 2621 |5072|70 |     |A     |202.10812652| 13.78018785| 55.60| -234.00| -575.70|G5V                       |   4.44| 9.913| 8.83| 7.879| 1.083|Cet|                          |70Cet  |         |
 65723|117261|BD+41 2400 |5077|   |     |      |202.10930069| 40.72978563|  8.52|   12.57|  -57.24|G8III                     | -58.10| 9.226| 8.27| 7.452| 0.956|And|                          |       |         |
 65728|117376|BD+60 1461 |5085|   |     |A     |202.11324205| 59.94570299| 14.01|  -78.64|   34.74|A1Vn                      | -11.10|10.505| 9.49| 8.593| 1.015|Phe|                          |       |         |
 65754|117361|BD+51 1847 |5083|   |     |      |202.19081896| 50.71875058| 12.66|   41.20|  -72.90|F5V                       |  -7.30| 8.333| 7.72| 7.109| 0.613|Phe|                          |       |         |
 65755|116890|CP-68  1929|5066|   |     |      |202.19510180|-69.62711257|  5.33|  -21.90|  -12.20|B8   V                    |  16.40| 8.677| 7.07| 5.631| 1.607|Psc|                          |       |         |
 65783|117025|CP-64  2418|5069|   |     |A     |202.28326692|-64.67577716| 11.54|  -59.30|   -6.60|A2   M                    |  14.90|10.040| 9.46| 8.952| 0.580|Cet|                          |       |         |
 65790|117304|BD+11 2575 |5081|71 |     |      |202.30431766| 10.81839590| 10.18|  -59.54|  -35.78|K0III                     |   0.60|11.375|10.71|10.012| 0.665|Scl|                          |71Scl  |         |
 65796|117267|BD-00 2694 |5078|   |     |      |202.31225261| -1.36428439|  6.49|  -42.62|  -58.74|K1 IIICNII                |  39.40|10.372| 9.35| 8.504| 1.022|Phe|                          |       |         |
 65810|117150|CD-50  7812|5071|   |K    |      |202.35523112|-51.16511488|  6.43|   -1.76|   -7.91|A1.5III-Vn                |  -2.00| 9.786| 9.19| 8.576| 0.596|Scl|                          |       |KScl     |
 65835|117287|BD-22 3601 |5080|   |R    |A     |202.42841040|-23.28135756|  8.05|  -57.33|   12.80|M7e                       | -10.00| 8.405| 7.21| 6.179| 1.195|Cet|                          |       |RCet     |
 65855|117405|BD+06 2750 |5087|   |     |      |202.49020357|  6.01338818|  6.89|  -14.67|   59.11|K0                        | -19.97| 9.534| 8.97| 8.387| 0.564|Cet|                          |       |         |
 65862|117404|BD+07 2655 |5086|   |     |      |202.50032839|  7.17884152|  3.07|    3.41|    5.40|K5                        |  -4.69| 6.449| 6.53| 6.576|-0.081|Cas|                          |       |         |
 65892|117436|BD-05 3706 |5088|72 |     |A     |202.60707590| -6.47029452| 18.79|   44.63|   11.74|F0 IV                     |  -9.00| 8.872| 8.47| 8.032| 0.402|Phe|                          |72Phe  |         |
 65936|117440|CD-38  8592|5089|   |D    |AB    |202.76111844|-39.40727978|  3.60|  -13.80|  -11.70|G8 II/III                 |  -2.40| 9.440| 8.99| 8.535| 0.450|Cet|                          |       |DCet     |
 65951|117710|BD+42 2405 |5096|   |     |      |202.81600831| 42.10608631| 12.44|  -96.01|   27.82|K2III                     | -22.04| 9.910| 9.40| 8.896| 0.510|Cet|                          |       |         |
 65969|117558|CD-27  9278|5090|   |     |      |202.88841455|-28.11274557| 10.05|  -77.24|    3.00|A1IV                      |  -6.00| 8.263| 8.19| 8.101| 0.073|Hyi|                          |       |         |
 66006|117675|BD-05 3714 |5095|74 |L    |      |202.99144188| -6.25571056|  8.16| -103.98|  -43.87|M2 III                    |  18.71| 8.106| 7.92| 7.736| 0.186|Cas|                          |74Cas  |LCas     |
 66015|117661|BD-17 3877 |5094|73 |     |AB    |203.01194321|-18.72883645| 13.06|  -98.00|  -15.40|A7III                     | -17.50| 7.988| 7.50| 7.000| 0.488|Cet|                          |73Cet  |         |
 66019|117597|CD-37  8695|5092|   |     |      |203.02245143|-38.39875399| 10.21|   49.80|  -34.20|K1 III                    |   4.00|10.197| 8.98| 7.946| 1.217|Cet|                          |       |         |
 66060|117718|CD-28 10127|5098|   |     |      |203.14383047|-29.56528249| 19.79|  -79.28|    8.06|F5 IV                     | -19.20| 6.864| 6.82| 6.755| 0.044|Cas|                          |       |         |
 66065|117716|CD-28 10128|5097|   |     |      |203.14984202|-28.69271446| 13.97|  -96.40|  -21.88|A2V                       | -22.40| 8.784| 7.70| 6.768| 1.084|Psc|                          |       |         |
 66086|117876|BD+25 2643 |5102|   |     |AB    |203.20071828| 24.34720989|  7.43|   64.89| -191.30|G8III                     |  10.33| 9.638| 8.62| 7.761| 1.018|Psc|                          |       |         |
 66091|117789|BD-14 3739 |5099|75 |     |A     |203.21536867|-15.36301229|  6.34|  -77.40|   -0.80|K1.5IIIb:                 | -39.50| 8.473| 7.93| 7.400| 0.543|Psc|                          |75Psc  |         |
 66098|117818|BD-09 3711 |5100|76 |H    |      |203.24204609|-10.16490791| 13.87|  -31.66|  -38.87|G8 III                    |  -0.90| 7.555| 6.03| 4.718| 1.525|Psc|                          |76Psc  |HPsc     |
 66100|117833|BD-06 3837 |5101|   |S    |      |203.25049825| -7.19473356|  0.90|  -17.49|    2.44|M7:IIIe                   |   9.60| 8.873| 7.20| 5.497| 1.673|Psc|                          |       |SPsc     |
 66121|117360|CD-76   584|5082|   |     |A     |203.31106495|-77.56901851| 28.42| -367.16| -151.65|F8V Fe-0.9                | -29.10|10.926|10.44| 9.886| 0.486|Cet|                          |       |         |
 66152|117651|CP-64  2465|5093|   |     |      |203.39966811|-65.63262256|  8.97|  -34.60|  -20.00|A0V                       |  12.40|10.122| 9.81| 9.445| 0.312|Cep|                          |       |         |
 66198|118214|BD+56 1667 |5109|81 |     |      |203.53052089| 55.34844977| 10.92|  -19.41|   -5.93|B9.5V                     |  -7.00| 8.173| 7.77| 7.334| 0.403|And|                          |81And  |         |
 66200|118022|BD+04 2764 |5105|78 |O    |      |203.53293856|  3.65902498| 17.65|   45.47|  -24.70|A7VpCrEuSr                |  -9.70|11.384|10.79|10.211| 0.594|Scl|                          |78Scl  |OScl     |
 66223|118156|BD+39 2658 |5108|   |     |A     |203.59104233| 38.78920928| 14.32|   22.60|   22.10|A8V                       | -13.40| 8.378| 7.30| 6.384| 1.078|Cet|                          |       |         |
 66234|118232|BD+49 2227 |5112|24 |     |      |203.61405612| 49.01590586| 18.09| -128.35|   28.07|A4V shell                 | -18.30| 6.060| 5.64| 5.196| 0.420|Psc|                          |24Psc  |         |
 66236|117919|CD-47  8417|5103|   |     |AB    |203.62077542|-48.27214537|  3.29|  -28.21|   -7.49|B8 III                    |  -6.80| 8.456| 7.37| 6.409| 1.086|Tuc|                          |       |         |
 66247|118054|BD-12 3843 |5106|   |Y    |AB    |203.66866080|-13.21430631|  6.75|  -49.20|   -7.20|A1VpSrSi                  | -14.40| 9.800| 8.70| 7.753| 1.100|Cas|                          |       |YCas     |
 66249|118098|BD+00 3076 |5107|79 |Zet  |*     |203.67397824| -0.59593830| 44.03| -280.48|   49.05|A2Van                     | -13.20| 8.450| 7.37| 6.415| 1.080|Oct|Heze                      |79Oct  |ZetOct   |
 66251|118686|BD+77  516 |5131|   |     |      |203.67839497| 76.54670828|  4.36|  -25.40|    0.68|K5III:                    | -13.33| 8.801| 7.86| 7.033| 0.941|Scl|                          |       |         |
 66254|118010|CD-32  9459|5104|   |     |      |203.68172044|-33.31082501|  5.41|  -52.55|  -11.91|K2 III                    |  -9.50| 8.543| 8.09| 7.617| 0.453|Psc|                          |       |         |
 66257|118216|BD+37 2426 |5110|   |     |      |203.69894293| 37.18243878| 21.90|   84.65|   -9.35|F2.  IV     SB            |   6.43|10.084| 9.22| 8.434| 0.864|Cet|                          |       |         |
 66294|118295|BD+44 2285 |5116|   |     |      |203.80880068| 44.19701355|  8.94|  -16.65|   13.81|A9V                       | -25.60|10.625| 9.65| 8.764| 0.975|And|                          |       |         |
 66320|118219|BD-04 3515 |5111|80 |     |      |203.88036286| -5.39639190| 10.29|   15.95|   82.49|K0 III                    |  -8.20|10.073| 9.02| 8.101| 1.053|Psc|                          |80Psc  |         |
 66326|118266|BD+10 2565 |5114|   |     |A     |203.88905160| 10.20508951|  8.30|   89.20|  -52.10|K0III                     |  33.65| 9.280| 8.91| 8.532| 0.370|Cet|                          |       |         |
 66328|118266|BD+10 2566 |5114|   |     |B     |203.89428067| 10.22386343|  8.74|   89.80|  -52.80|F6V                       |  33.10| 9.007| 7.44| 5.208| 1.567|Psc|                          |       |         |
 66385|118536|BD+50 2014 |5126|   |     |      |204.16622842| 49.48668406|  6.40|    3.11|  -14.19|K1III                     |  -9.90|10.590|10.59|10.524| 0.000|Psc|                          |       |         |
 66400|118349|CD-25  9900|5120|   |     |A     |204.20212286|-26.49523631| 12.26|  -89.40|   13.00|A7III-IV                  | -17.20| 8.813| 8.58| 8.393| 0.233|Cet|                          |       |         |
 66405|118319|CD-33  9189|5117|   |     |      |204.21073806|-34.46775456|  7.58|   -7.86|  -34.67|K0 III                    |  21.80| 8.002| 7.82| 7.632| 0.182|Phe|                          |       |         |
 66417|118508|BD+25 2652 |5123|   |     |      |204.24624877| 24.61330309|  7.11|  -26.15|   -2.01|M2III                     | -35.69|12.336|11.23|10.050| 1.106|Cet|                          |       |         |
 66427|118338|CD-43  8418|5118|   |     |      |204.27521618|-44.14316854|  7.86|  -50.28|  -14.01|G8/K0 III                 |   6.00| 9.472| 9.19| 8.894| 0.282|Scl|                          |       |         |
 66435|118904|BD+71  659 |5139|   |     |      |204.29606035| 71.24226657|  7.93|  -36.77|   -6.38|K2III                     |  13.72| 9.749| 9.30| 8.845| 0.449|Phe|                          |       |         |
 66438|118261|CP-61  3841|5113|   |     |AB    |204.30083698|-61.69157159| 27.99|  154.30| -110.50|F6V                       |  69.10|10.397| 9.78| 9.173| 0.617|Phe|                          |       |         |
 66454|118354|CD-45  8578|5121|   |     |      |204.34790588|-46.42784036|  7.91|  -27.27|  -16.95|B8 V                      |   7.20| 7.601| 7.18| 6.736| 0.421|Phe|                          |       |         |
 66458|118623|BD+37 2433 |5127|25 |     |AB    |204.36540402| 36.29484052| 16.42|  -95.54|   23.75|F0VnnkA8                  | -10.40|11.424|11.16|10.887| 0.264|Cas|                          |25Cas  |         |
 66475|118741|BD+51 1856 |5133|   |     |AB    |204.42891093| 50.71482924|  2.30|  -15.80|    8.70|M2.5II                    | -48.00|10.019| 8.82| 7.794| 1.199|Psc|                          |       |         |
 66521|118384|CP-57  6169|5122|   |     |AB    |204.53178023|-58.41458108|  6.31|   -1.50|  -33.10|K1III                     |   0.30|10.003| 8.76| 7.660| 1.243|Cet|                          |       |         |
 66522|118660|BD+15 2602 |5129|   |     |      |204.53276544| 14.30196214| 13.65|   40.55|  -15.49|A8V                       |  -1.70| 9.054| 7.92| 6.944| 1.134|Psc|                          |       |         |
 66563|118646|CD-28 10181|5128|   |     |      |204.67552523|-29.56067987| 21.61|  -76.70|  -73.60|F3 V                      |   5.30| 8.435| 7.65| 6.911| 0.785|Cet|                          |       |         |
 66574|118344|CP-69  1898|5119|   |     |      |204.69096337|-70.44475262|  7.69|  -65.78|  -31.55|K3III                     |   1.30| 9.265| 7.89| 6.696| 1.375|Scl|                          |       |         |
 66575|118520|CP-56  5856|5124|   |     |AB    |204.70401629|-57.62270230|  0.84|  -10.24|   -5.39|G5Ib                      |  -9.60| 8.890| 8.29| 7.600| 0.600|Cas|                          |       |         |
 66594|118839|BD+19 2697 |5137|   |     |      |204.75963732| 18.26537169|  6.03|  -46.73|  -20.96|K3III                     | -12.05| 9.279| 8.17| 7.249| 1.109|Tuc|                          |       |         |
 66607|118285|CP-75   882|5115|   |     |      |204.80016426|-75.68377027|  4.23|  -18.38|   -7.60|B8IV                      |  18.20| 7.984| 7.96| 7.917| 0.024|Cep|                          |       |         |
 66634|119024|BD+53 1640 |5142|82 |     |      |204.87741489| 52.92107173| 18.66| -136.31|   56.52|A2Vnp                     | -17.10|10.149| 9.57| 8.949| 0.579|Phe|                          |82Phe  |         |
 66640|118889|BD+11 2589 |5138|   |     |AB    |204.89451828| 10.74630151| 16.67| -114.70|  -13.50|F2V                       | -25.90| 9.857| 8.66| 7.900| 1.197|Psc|                          |       |         |
 66645|118781|CD-39  8390|5135|   |     |      |204.92022564|-39.74756784|  3.26|  -15.13|   -8.21|M3/4 III                  | -46.50| 9.786| 8.26| 6.842| 1.526|Psc|                          |       |         |
 66656|118799|CD-39  8392|5136|   |     |      |204.95244074|-40.05157494|  6.57|  -48.61|  -54.91|K2/3 III                  |   0.50| 7.896| 7.96| 7.988|-0.064|Hyi|                          |       |         |
 66657|118716|CP-52  6655|5132|   |Eps  |A     |204.97196970|-53.46636266|  7.63|  -15.30|  -11.72|B1 III                    |   3.00| 9.657| 9.17| 8.659| 0.487|Cas|                          |       |EpsCas   |
 66666|118767|CD-49  8095|5134|   |     |      |204.99957259|-49.95000096|  6.35| -100.07|   18.60|M6III                     | -10.70|11.044|10.08| 9.188| 0.964|Tuc|                          |       |         |
 66668|118522|CP-70  1653|5125|   |     |AB    |205.00247249|-70.78776780|  5.41|  -23.78|   -7.36|K0III                     |  -3.30|10.009| 9.20| 8.551| 0.809|Psc|                          |       |         |
 66681|118666|CP-63  2896|5130|   |     |      |205.04500849|-64.57655442| 14.40|  -69.77|    0.69|F3III-IV                  |   3.70| 9.743| 9.21| 8.627| 0.533|Phe|                          |       |         |
 66690|119035|BD+31 2526 |5143|   |     |      |205.06511610| 31.01181289|  6.04|  -74.30|   91.52|K0III                     | -18.70| 8.806| 8.43| 8.032| 0.376|Psc|                          |       |         |
 66700|119213|BD+57 1456 |5153|   |     |      |205.08932510| 57.20754192| 10.98|  -48.74|   25.81|A2IVpSrCr                 |  -2.20| 8.528| 8.14| 7.723| 0.388|Scl|                          |       |         |
 66704|119124|BD+51 1859 |5148|   |     |A     |205.09728040| 50.51927236| 39.48| -124.12|   59.51|F8V                       | -12.20|10.929| 9.68| 8.645| 1.249|Psc|                          |       |         |
 66725|119081|BD+28 2248 |5145|   |     |A     |205.16301335| 28.06514088|  6.00|  -71.20|    9.70|K3III                     | -62.26| 9.683| 9.60| 9.515| 0.083|Cas|                          |       |         |
 66727|119055|BD+20 2858 |5144|1  |     |AB    |205.16874207| 19.95566312|  9.94|  -54.40|   22.60|A1.5V                     | -24.90| 7.102| 6.09| 5.238| 1.012|Cet|                          |1Cet   |         |
 66738|119228|BD+55 1625 |5154|83 |     |      |205.18455243| 54.68166154|  6.23|  -19.08|  -10.60|M2III                     | -18.61| 9.532| 8.77| 8.000| 0.762|Cep|                          |83Cep  |         |
 66753|117374|CP-85   384|5084|   |Kap  |      |205.23406391|-85.78599236| 11.94|  -88.00|  -21.10|A2mA5-A8                  |  -9.00| 9.923| 8.88| 8.017| 1.043|Cet|                          |       |KapCet   |
 66763|119126|BD+23 2600 |5149|2  |     |      |205.25982197| 22.49583146|  9.71|  -16.05|  -25.82|K0III                     |   4.17|11.053|10.37| 9.700| 0.683|Psc|                          |2Psc   |         |
 66798|119476|BD+65  953 |5162|   |     |      |205.37423729| 64.82243969| 14.66|   55.28|  -11.99|A1.5V                     |  -5.70|10.948| 9.69| 8.585| 1.258|Tuc|                          |       |         |
 66800|119086|BD-22 3645 |5146|   |     |AB    |205.37859857|-23.44981210|  4.62|  -10.49|    1.44|A1.5V                     | -12.90| 9.240| 8.84| 8.439| 0.400|Tuc|                          |       |         |
